"","pressure"
"4775",96553.6398269194
"4776",96553.6398269194
"4777",90904.7062815907
"4778",90904.7062815907
"4779",90904.7062815907
"4780",97597.8826698479
"4781",97597.8826698479
"4782",97597.8826698479
"4783",97597.8826698479
"4784",97597.8826698479
"4785",97597.8826698479
"4786",97597.8826698479
"4787",97597.8826698479
"4788",97597.8826698479
"4789",99181.377166989
"4790",99181.377166989
"4791",99181.377166989
"4792",88650.3061170934
"4793",88650.3061170934
"4794",88650.3061170934
"4795",88650.3061170934
"4796",88650.3061170934
"4797",88650.3061170934
"4798",88650.3061170934
"4799",88650.3061170934
"4800",88650.3061170934
"4801",96219.0956350575
"4802",96219.0956350575
"4803",97481.4061324661
"4804",97481.4061324661
"4805",97481.4061324661
"4806",94288.1307636988
"4807",94288.1307636988
"4808",94288.1307636988
"4809",99630.8330855308
"4810",83073.5938458365
"4811",83073.5938458365
"4812",83073.5938458365
"4813",86536.4948958005
"4814",84277.2565597275
"4815",83073.5938458365
"4816",83073.5938458365
"4817",97132.6516843883
"4818",83073.5938458365
"4819",99868.0504020401
"4820",99642.6831049169
"4821",100642.167222843
"4822",99630.8330855308
"4823",93598.9124815554
"4824",99642.6831049169
"4825",81782.8483142349
"4826",84536.2712523728
"4827",79526.1096426756
"4828",101240.941862494
"4829",98745.3279811754
"4830",98135.1271706467
"4831",99642.6831049169
"4832",90487.4142268585
"4833",99642.6831049169
"4834",99642.6831049169
"4835",99642.6831049169
"4836",97132.6516843883
"4837",81289.2070482632
"4838",77522.9358754625
"4839",99642.6831049169
"4840",97924.6166245673
"4841",92399.8119400878
"4842",99441.3879134841
"4843",88650.3061170934
"4844",99642.6831049169
"4845",100725.822611128
"4846",90487.4142268585
"4847",97597.8826698479
"4848",83073.5938458365
"4849",83073.5938458365
"4850",99642.6831049169
"4851",97609.5365188498
"4852",93396.3179928542
"4853",93959.9590378354
"4854",99868.0504020401
"4855",86346.372455338
"4856",91544.6288183824
"4857",94152.2231916369
"4858",99441.3879134841
"4859",84349.7158088967
"4860",100403.461770905
"4861",98721.8020521314
"4862",93610.1781559857
"4863",83073.5938458365
"4864",83073.5938458365
"4865",86346.372455338
"4866",101240.941862494
"4867",100010.600171106
"4868",95587.1933659973
"4869",83002.0235996823
"4870",82543.1203487239
"4871",100594.389408357
"4872",100594.389408357
"4873",98674.7638095457
"4874",99323.1328764433
"4875",99465.0525957712
"4876",98416.3777546764
"4877",81480.3317552834
"4878",99666.3865674507
"4879",100654.114547012
"4880",96507.4398871074
"4881",97353.4119713304
"4882",99441.3879134841
"4883",90904.7062815907
"4884",99441.3879134841
"4885",99559.7569302504
"4886",98428.1106773137
"4887",92891.3848269674
"4888",94958.6555853156
"4889",93093.0921530247
"4890",99252.2345295489
"4891",99441.3879134841
"4892",85977.6581405425
"4893",99323.1328764433
"4894",100725.822611128
"4895",98815.9330073518
"4896",100582.44782486
"4897",98768.8584496134
"4898",99181.377166989
"4899",99334.9532534535
"4900",97283.6543519639
"4901",99784.972377218
"4902",100284.281079458
"4903",97714.471873388
"4904",99808.703243301
"4905",99725.6651996527
"4906",100331.939602048
"4907",98663.0070849739
"4908",101061.007412439
"4909",98217.0912749084
"4910",100725.822611128
"4911",98533.7579575835
"4912",99429.5572820784
"4913",98839.4770979924
"4914",99110.5607706365
"4915",100331.939602048
"4916",99868.0504020401
"4917",99725.6651996527
"4918",NA
"4919",100320.023252447
"4920",98580.741767629
"4921",100725.822611128
"4922",97726.1369935894
"4923",97726.1369935894
"4924",99630.8330855308
"4925",93610.1781559857
"4926",97691.145015387
"4927",83719.9775668775
"4928",99441.3879134841
"4929",97283.6543519639
"4930",100689.963410185
"4931",101312.988235949
"4932",98592.4905541223
"4933",99441.3879134841
"4934",87396.2455311538
"4935",87396.2455311538
"4936",99607.1364701001
"4937",98240.5197689154
"4938",85129.2355040666
"4939",100570.507389245
"4940",99808.703243301
"4941",97353.4119713304
"4942",100642.167222843
"4943",86748.1394614892
"4944",99441.3879134841
"4945",98568.9941148122
"4946",99725.6651996527
"4947",99075.167929125
"4948",99927.426131382
"4949",99725.6651996527
"4950",99642.6831049169
"4951",98757.0926479282
"4952",99204.9917351465
"4953",99583.4444185641
"4954",99122.3606592556
"4955",97924.6166245673
"4956",99998.7147346019
"4957",96507.4398871074
"4958",97691.145015387
"4959",100200.922773911
"4960",97597.8826698479
"4961",98486.7922810052
"4962",88650.3061170934
"4963",97609.5365188498
"4964",85820.0285073581
"4965",85820.0285073581
"4966",97924.6166245673
"4967",98792.3934581155
"4968",83699.3950545114
"4969",82532.9458836797
"4970",98275.6709945188
"4971",100200.922773911
"4972",101240.941862494
"4973",94867.511371504
"4974",92254.9783213387
"4975",90805.7334188453
"4976",89299.0426941759
"4977",92880.1892493583
"4978",99630.8330855308
"4979",99405.8994383227
"4980",100200.922773911
"4981",99630.8330855308
"4982",93689.0686233444
"4983",99998.7147346019
"4984",100845.427971897
"4985",92801.8507945671
"4986",83073.5938458365
"4987",99630.8330855308
"4988",83967.2875520183
"4989",86621.1024900404
"4990",100331.939602048
"4991",83073.5938458365
"4992",99441.3879134841
"4993",88930.9550977886
"4994",83073.5938458365
"4995",91411.932707354
"4996",83073.5938458365
"4997",99370.4212190683
"4998",83073.5938458365
"4999",78134.1455257166
"5000",100905.273762231
"5001",95301.078115075
"5002",99252.2345295489
"5003",99004.4129481076
"5004",98580.741767629
"5005",83073.5938458365
"5006",91213.1806038878
"5007",96819.6371490955
"5008",83895.0944490944
"5009",100331.939602048
"5010",99441.3879134841
"5011",92757.1099898808
"5012",87204.5947305183
"5013",95472.6639208816
"5014",99441.3879134841
"5015",97784.4795099409
"5016",100236.640889224
"5017",94981.4527140262
"5018",98205.3787245729
"5019",81520.6148620529
"5020",96553.6398269194
"5021",94299.4635611998
"5022",99441.3879134841
"5023",92076.9739678192
"5024",101049.020995685
"5025",100881.331996203
"5026",99441.3879134841
"5027",100058.153356308
"5028",97772.8087510134
"5029",94628.5947928319
"5030",96912.2969202448
"5031",NA
"5032",99868.0504020401
"5033",98029.8261428232
"5034",99536.0740044866
"5035",83874.4770822821
"5036",86451.9542303238
"5037",89060.7278106607
"5038",97691.145015387
"5039",100869.362838221
"5040",100869.362838221
"5041",99075.167929125
"5042",100725.822611128
"5043",98580.741767629
"5044",97936.3020539414
"5045",97924.6166245673
"5046",97609.5365188498
"5047",98486.7922810052
"5048",89440.1076579717
"5049",99630.8330855308
"5050",99441.3879134841
"5051",99630.8330855308
"5052",99595.2898738873
"5053",78134.1455257166
"5054",93643.9817671246
"5055",99441.3879134841
"5056",99441.3879134841
"5057",84235.8739090319
"5058",82390.6099676475
"5059",100200.922773911
"5060",93959.9590378354
"5061",98898.3571976367
"5062",85799.0289153754
"5063",86314.7182910329
"5064",78134.1455257166
"5065",82787.6123682246
"5066",81691.9980157395
"5067",92254.9783213387
"5068",99559.7569302504
"5069",99559.7569302504
"5070",99559.7569302504
"5071",94299.4635611998
"5072",94299.4635611998
"5073",94299.4635611998
"5074",95919.9580168397
"5075",95919.9580168397
"5076",95919.9580168397
"5077",95919.9580168397
"5078",95919.9580168397
"5079",95919.9580168397
"5080",95919.9580168397
"5081",95919.9580168397
"5082",95919.9580168397
"5083",95919.9580168397
"5084",95919.9580168397
"5085",95919.9580168397
"5086",92622.9923592579
"5087",92622.9923592579
"5088",92622.9923592579
"5089",97609.5365188498
"5090",97609.5365188498
"5091",97609.5365188498
"5092",96553.6398269194
"5093",96553.6398269194
"5094",96553.6398269194
"5095",96553.6398269194
"5096",96553.6398269194
"5097",96553.6398269194
"5098",94867.511371504
"5099",94867.511371504
"5100",94867.511371504
"5101",90904.7062815907
"5102",90904.7062815907
"5103",90904.7062815907
"5104",97714.471873388
"5105",97714.471873388
"5106",97714.471873388
"5107",99181.377166989
"5108",99181.377166989
"5109",99181.377166989
"5110",84235.8739090319
"5111",84235.8739090319
"5112",84235.8739090319
"5113",84235.8739090319
"5114",84235.8739090319
"5115",84235.8739090319
"5116",84235.8739090319
"5117",84235.8739090319
"5118",84235.8739090319
"5119",94288.1307636988
"5120",94288.1307636988
"5121",94288.1307636988
"5122",94288.1307636988
"5123",94288.1307636988
"5124",94288.1307636988
"5125",100725.822611128
"5126",78134.1455257166
"5127",99441.3879134841
"5128",100331.939602048
"5129",100177.116423088
"5130",79437.2948825117
"5131",95392.5594425619
"5132",85254.4981663145
"5133",100403.461770905
"5134",98428.1106773137
"5135",93093.0921530247
"5136",84235.8739090319
"5137",99441.3879134841
"5138",93959.9590378354
"5139",90586.1060918693
"5140",89168.9888331594
"5141",99465.0525957712
"5142",101180.934913316
"5143",96553.6398269194
"5144",85946.1134741058
"5145",97132.6516843883
"5146",97924.6166245673
"5147",83874.4770822821
"5148",84235.8739090319
"5149",94288.1307636988
"5150",83905.40467127
"5151",83853.8638183348
"5152",90115.3636890975
"5153",90169.9991824793
"5154",100403.461770905
"5155",94288.1307636988
"5156",99441.3879134841
"5157",100034.374475701
"5158",94810.5822190801
"5159",95736.2479348627
"5160",92622.9923592579
"5161",97714.471873388
"5162",99630.8330855308
"5163",85946.1134741058
"5164",99512.3956406002
"5165",99252.2345295489
"5166",100917.246370446
"5167",99441.3879134841
"5168",90060.7550043588
"5169",99678.2400107666
"5170",99252.2345295489
"5171",96507.4398871074
"5172",97936.3020539414
"5173",99441.3879134841
"5174",99441.3879134841
"5175",99004.4129481076
"5176",99441.3879134841
"5177",96727.0491275764
"5178",99630.8330855308
"5179",98580.741767629
"5180",96103.9534424261
"5181",99441.3879134841
"5182",99441.3879134841
"5183",99441.3879134841
"5184",95392.5594425619
"5185",99441.3879134841
"5186",91622.1068836655
"5187",83073.5938458365
"5188",99441.3879134841
"5189",83073.5938458365
"5190",81319.3604756498
"5191",91411.932707354
"5192",97784.4795099409
"5193",97353.4119713304
"5194",99630.8330855308
"5195",95919.9580168397
"5196",92500.1891790741
"5197",100177.116423088
"5198",68040.4090603092
"5199",67131.721665156
"5200",80269.3641335524
"5201",68240.7783288248
"5202",75013.0411781302
"5203",81108.476548068
"5204",76599.018037596
"5205",70862.369293421
"5206",85129.2355040666
"5207",67545.8942631927
"5208",68066.5171326319
"5209",79328.8525965681
"5210",100463.09510944
"5211",100177.116423088
"5212",99181.377166989
"5213",99630.8330855308
"5214",101312.988235949
"5215",83073.5938458365
"5216",95919.9580168397
"5217",93914.7666476363
"5218",99713.8071899196
"5219",101312.988235949
"5220",83073.5938458365
"5221",84712.7691366173
"5222",98721.8020521314
"5223",100642.167222843
"5224",99761.2460800754
"5225",98851.2508465488
"5226",100046.263343961
"5227",100260.458693134
"5228",99773.1086575712
"5229",100463.09510944
"5230",90498.3756882176
"5231",100917.246370446
"5232",100917.246370446
"5233",96219.0956350575
"5234",94787.8183050281
"5235",95919.9580168397
"5236",96507.4398871074
"5237",97353.4119713304
"5238",100177.116423088
"5239",90904.7062815907
"5240",99441.3879134841
"5241",95919.9580168397
"5242",99607.1364701001
"5243",100678.012640599
"5244",99868.0504020401
"5245",85946.1134741058
"5246",100403.461770905
"5247",82961.148737943
"5248",98580.741767629
"5249",100773.65096397
"5250",89875.28586941
"5251",95793.6267038036
"5252",93317.6272054851
"5253",101312.988235949
"5254",98663.0070849739
"5255",97353.4119713304
"5256",100200.922773911
"5257",83946.6558202588
"5258",84370.4277141546
"5259",99465.0525957712
"5260",100403.461770905
"5261",85788.530679772
"5262",84277.2565597275
"5263",100809.534295247
"5264",94696.8069004618
"5265",98428.1106773137
"5266",100725.822611128
"5267",100654.114547012
"5268",100177.116423088
"5269",99559.7569302504
"5270",99666.3865674507
"5271",93610.1781559857
"5272",89342.4280965137
"5273",84235.8739090319
"5274",84308.3043495043
"5275",83012.2448626577
"5276",99630.8330855308
"5277",95587.1933659973
"5278",97784.4795099409
"5279",99441.3879134841
"5280",100678.012640599
"5281",97597.8826698479
"5282",99607.1364701001
"5283",78134.1455257166
"5284",78134.1455257166
"5285",99630.8330855308
"5286",97924.6166245673
"5287",97353.4119713304
"5288",97353.4119713304
"5289",95472.6639208816
"5290",97330.1549327792
"5291",92835.4178641919
"5292",97353.4119713304
"5293",96715.480667665
"5294",100129.51746093
"5295",100129.51746093
"5296",98357.7301273952
"5297",100177.116423088
"5298",96750.1894087534
"5299",84235.8739090319
"5300",86631.6831472673
"5301",94322.1324650468
"5302",99086.9644056551
"5303",89342.4280965137
"5304",97353.4119713304
"5305",85296.2855367674
"5306",85841.0322609013
"5307",88650.3061170934
"5308",99607.1364701001
"5309",96288.2345505543
"5310",84049.8555420729
"5311",99998.7147346019
"5312",100845.427971897
"5313",94583.1421615872
"5314",94583.1421615872
"5315",94583.1421615872
"5316",95919.9580168397
"5317",95919.9580168397
"5318",95919.9580168397
"5319",86631.6831472673
"5320",86631.6831472673
"5321",86631.6831472673
"5322",86631.6831472673
"5323",86631.6831472673
"5324",86631.6831472673
"5325",98357.7301273952
"5326",98357.7301273952
"5327",98357.7301273952
"5328",98357.7301273952
"5329",98357.7301273952
"5330",98357.7301273952
"5331",97597.8826698479
"5332",97597.8826698479
"5333",97597.8826698479
"5334",88650.3061170934
"5335",88650.3061170934
"5336",88650.3061170934
"5337",98381.1857814611
"5338",98381.1857814611
"5339",98381.1857814611
"5340",98663.0070849739
"5341",98663.0070849739
"5342",98663.0070849739
"5343",84235.8739090319
"5344",84235.8739090319
"5345",84235.8739090319
"5346",84235.8739090319
"5347",84235.8739090319
"5348",84235.8739090319
"5349",84235.8739090319
"5350",84235.8739090319
"5351",84235.8739090319
"5352",94288.1307636988
"5353",94288.1307636988
"5354",94288.1307636988
"5355",90049.8364835625
"5356",94810.5822190801
"5357",99051.5783875663
"5358",99524.2342523507
"5359",100403.461770905
"5360",97936.3020539414
"5361",96242.1374722382
"5362",101276.959861691
"5363",100403.461770905
"5364",98381.1857814611
"5365",99630.8330855308
"5366",95072.6855496668
"5367",99441.3879134841
"5368",93610.1781559857
"5369",99630.8330855308
"5370",100845.427971897
"5371",99075.167929125
"5372",98439.8447325398
"5373",100463.09510944
"5374",91411.932707354
"5375",99441.3879134841
"5376",91599.9648777149
"5377",91599.9648777149
"5378",93093.0921530247
"5379",95541.3682458575
"5380",100725.822611128
"5381",96530.5376189871
"5382",97936.3020539414
"5383",101013.068652144
"5384",99951.1844252442
"5385",96438.1735411497
"5386",94913.0746195211
"5387",97016.6249789706
"5388",95575.735417829
"5389",99275.8627571368
"5390",98416.3777546764
"5391",98898.3571976367
"5392",90049.8364835625
"5393",100403.461770905
"5394",85150.1022588275
"5395",84225.5308176828
"5396",98780.6253863146
"5397",94322.1324650468
"5398",86451.9542303238
"5399",99027.9933941174
"5400",99607.1364701001
"5401",89875.28586941
"5402",99086.9644056551
"5403",100200.922773911
"5404",99713.8071899196
"5405",94583.1421615872
"5406",85578.7842951138
"5407",85411.2863279828
"5408",99868.0504020401
"5409",82716.2417045799
"5410",99181.377166989
"5411",99441.3879134841
"5412",99998.7147346019
"5413",94288.1307636988
"5414",99441.3879134841
"5415",98792.3934581155
"5416",83452.7243371714
"5417",85998.6931259025
"5418",101144.944569775
"5419",96288.2345505543
"5420",99868.0504020401
"5421",99441.3879134841
"5422",98357.7301273952
"5423",100749.734489422
"5424",100498.888876335
"5425",89875.28586941
"5426",81954.6776439278
"5427",91411.932707354
"5428",82695.8592398311
"5429",82339.8239087368
"5430",99453.219684687
"5431",95793.6267038036
"5432",87342.9750214056
"5433",88596.4174699006
"5434",99607.1364701001
"5435",99666.3865674507
"5436",99441.3879134841
"5437",98240.5197689154
"5438",98757.0926479282
"5439",82482.0887897454
"5440",82818.2150558847
"5441",101300.977624937
"5442",100451.166147996
"5443",99808.703243301
"5444",91400.8817322338
"5445",100200.922773911
"5446",99630.8330855308
"5447",100200.922773911
"5448",86631.6831472673
"5449",99642.6831049169
"5450",95919.9580168397
"5451",97772.8087510134
"5452",84235.8739090319
"5453",97901.249152725
"5454",97562.9278824781
"5455",94322.1324650468
"5456",83874.4770822821
"5457",92936.1780651217
"5458",89060.7278106607
"5459",100403.461770905
"5460",82961.148737943
"5461",81078.3864559842
"5462",82015.3930366733
"5463",93003.4007144817
"5464",86631.6831472673
"5465",97272.032018001
"5466",97877.8861962012
"5467",97924.6166245673
"5468",98275.6709945188
"5469",97330.1549327792
"5470",98205.3787245729
"5471",99216.8007263602
"5472",100010.600171106
"5473",99004.4129481076
"5474",100773.65096397
"5475",99465.0525957712
"5476",98780.6253863146
"5477",86219.8121710306
"5478",100331.939602048
"5479",91411.932707354
"5480",97889.56711009
"5481",93003.4007144817
"5482",96184.5412548948
"5483",98240.5197689154
"5484",95392.5594425619
"5485",101025.051615622
"5486",100594.389408357
"5487",89875.28586941
"5488",95049.8706913189
"5489",94322.1324650468
"5490",97597.8826698479
"5491",95403.9996063353
"5492",94118.2710958731
"5493",100797.572035448
"5494",83247.6153598683
"5495",95919.9580168397
"5496",99868.0504020401
"5497",94039.0880915325
"5498",92254.9783213387
"5499",88682.6520429225
"5500",82859.0328875294
"5501",82248.4728813345
"5502",99868.0504020401
"5503",88650.3061170934
"5504",82797.8122465453
"5505",83709.6857984607
"5506",92622.9923592579
"5507",98205.3787245729
"5508",89440.1076579717
"5509",81339.4677916784
"5510",92254.9783213387
"5511",94118.2710958731
"5512",95221.0902385298
"5513",98240.5197689154
"5514",95942.9418333613
"5515",97691.145015387
"5516",90487.4142268585
"5517",97481.4061324661
"5518",98240.5197689154
"5519",99701.950321917
"5520",89875.28586941
"5521",98957.2656957217
"5522",93430.0590598618
"5523",92399.8119400878
"5524",99441.3879134841
"5525",96553.6398269194
"5526",99808.703243301
"5527",98135.1271706467
"5528",97691.145015387
"5529",100200.922773911
"5530",94537.7072099429
"5531",101120.956766823
"5532",95072.6855496668
"5533",95072.6855496668
"5534",95919.9580168397
"5535",99441.3879134841
"5536",75873.924031527
"5537",88338.1210545647
"5538",74796.7124643119
"5539",84505.1554995507
"5540",77629.3750993331
"5541",80817.9840937781
"5542",77949.4029930347
"5543",84225.5308176828
"5544",97912.9323241896
"5545",72112.1538938367
"5546",100200.922773911
"5547",99630.8330855308
"5548",89875.28586941
"5549",92824.2277488101
"5550",100797.572035448
"5551",89331.5801461715
"5552",89168.9888331594
"5553",83124.7460378233
"5554",96265.1837771829
"5555",97562.9278824781
"5556",94322.1324650468
"5557",94810.5822190801
"5558",100773.65096397
"5559",101025.051615622
"5560",97656.1631831396
"5561",98275.6709945188
"5562",99441.3879134841
"5563",98275.6709945188
"5564",99595.2898738873
"5565",89060.7278106607
"5566",97562.9278824781
"5567",92254.9783213387
"5568",95598.652426392
"5569",81944.5619511364
"5570",87876.8650206518
"5571",84827.1325622139
"5572",84827.1325622139
"5573",86219.8121710306
"5574",86219.8121710306
"5575",86219.8121710306
"5576",95919.9580168397
"5577",95919.9580168397
"5578",95919.9580168397
"5579",95919.9580168397
"5580",95919.9580168397
"5581",95919.9580168397
"5582",95919.9580168397
"5583",95919.9580168397
"5584",95919.9580168397
"5585",95919.9580168397
"5586",95919.9580168397
"5587",95919.9580168397
"5588",92622.9923592579
"5589",92622.9923592579
"5590",92622.9923592579
"5591",86631.6831472673
"5592",86631.6831472673
"5593",86631.6831472673
"5594",86631.6831472673
"5595",86631.6831472673
"5596",86631.6831472673
"5597",86631.6831472673
"5598",86631.6831472673
"5599",86631.6831472673
"5600",100797.572035448
"5601",100797.572035448
"5602",100797.572035448
"5603",100797.572035448
"5604",100797.572035448
"5605",100797.572035448
"5606",92824.2277488101
"5607",92824.2277488101
"5608",92824.2277488101
"5609",97597.8826698479
"5610",97597.8826698479
"5611",97597.8826698479
"5612",97597.8826698479
"5613",97597.8826698479
"5614",97597.8826698479
"5615",96184.5412548948
"5616",96184.5412548948
"5617",96184.5412548948
"5618",99181.377166989
"5619",99181.377166989
"5620",99181.377166989
"5621",88650.3061170934
"5622",88650.3061170934
"5623",88650.3061170934
"5624",97481.4061324661
"5625",97481.4061324661
"5626",97481.4061324661
"5627",82879.4479110776
"5628",83719.9775668775
"5629",100725.822611128
"5630",90586.1060918693
"5631",82339.8239087368
"5632",95919.9580168397
"5633",98592.4905541223
"5634",95392.5594425619
"5635",96219.0956350575
"5636",99441.3879134841
"5637",95736.2479348627
"5638",95736.2479348627
"5639",100725.822611128
"5640",89777.2216097745
"5641",89777.2216097745
"5642",99441.3879134841
"5643",86631.6831472673
"5644",96219.0956350575
"5645",82604.1884693051
"5646",99441.3879134841
"5647",99216.8007263602
"5648",89875.28586941
"5649",100678.012640599
"5650",100845.427971897
"5651",93587.6479049633
"5652",97527.9832328126
"5653",97527.9832328126
"5654",97353.4119713304
"5655",100989.106177873
"5656",93093.0921530247
"5657",99713.8071899196
"5658",100845.427971897
"5659",99856.1786849807
"5660",94833.3505596129
"5661",82096.4035446445
"5662",97597.8826698479
"5663",97272.032018001
"5664",100773.65096397
"5665",99181.377166989
"5666",99216.8007263602
"5667",97353.4119713304
"5668",86631.6831472673
"5669",97365.0421779331
"5670",97656.1631831396
"5671",99868.0504020401
"5672",85442.671959401
"5673",88048.2667886733
"5674",99868.0504020401
"5675",94322.1324650468
"5676",82218.0407820061
"5677",83104.2821014919
"5678",99536.0740044866
"5679",101312.988235949
"5680",97353.4119713304
"5681",84391.1437372886
"5682",98275.6709945188
"5683",97994.7461386803
"5684",100177.116423088
"5685",100331.939602048
"5686",85170.9731549955
"5687",85170.9731549955
"5688",97353.4119713304
"5689",94322.1324650468
"5690",100773.65096397
"5691",100773.65096397
"5692",95587.1933659973
"5693",95587.1933659973
"5694",97365.0421779331
"5695",97353.4119713304
"5696",95919.9580168397
"5697",98135.1271706467
"5698",99500.5581691511
"5699",100331.939602048
"5700",99512.3956406002
"5701",100403.461770905
"5702",98969.0508040735
"5703",99642.6831049169
"5704",97842.8502261774
"5705",100224.733705464
"5706",100153.314652319
"5707",99110.5607706365
"5708",98428.1106773137
"5709",98721.8020521314
"5710",97399.9395480491
"5711",99571.6001040465
"5712",100117.620582293
"5713",99915.5486993604
"5714",100200.922773911
"5715",99181.377166989
"5716",97353.4119713304
"5717",97330.1549327792
"5718",85045.8098865204
"5719",85358.9976875936
"5720",84972.866787261
"5721",84972.866787261
"5722",88844.5250518721
"5723",89082.3714961616
"5724",82461.7530586582
"5725",81944.5619511364
"5726",86430.8295168263
"5727",86399.1502836626
"5728",100153.314652319
"5729",100965.148306617
"5730",100845.427971897
"5731",100153.314652319
"5732",100177.116423088
"5733",97959.6763000129
"5734",98193.6673052379
"5735",97912.9323241896
"5736",95392.5594425619
"5737",99441.3879134841
"5738",78426.5659759082
"5739",101276.959861691
"5740",98733.564449271
"5741",99868.0504020401
"5742",101312.988235949
"5743",89342.4280965137
"5744",95919.9580168397
"5745",76169.0118367166
"5746",75314.8627630355
"5747",97784.4795099409
"5748",100177.116423088
"5749",100200.922773911
"5750",101084.983699817
"5751",90115.3636890975
"5752",92511.3476537294
"5753",83124.7460378233
"5754",82961.148737943
"5755",89744.5527834492
"5756",90115.3636890975
"5757",90169.9991824793
"5758",101025.051615622
"5759",85338.0894904596
"5760",97854.5277543283
"5761",94288.1307636988
"5762",87438.8808778185
"5763",87588.2372399982
"5764",82961.148737943
"5765",95587.1933659973
"5766",100773.65096397
"5767",95919.9580168397
"5768",86631.6831472673
"5769",100654.114547012
"5770",99441.3879134841
"5771",98651.2514946643
"5772",100200.922773911
"5773",97924.6166245673
"5774",97353.4119713304
"5775",100845.427971897
"5776",82767.2156638929
"5777",82991.8033558009
"5778",100200.922773911
"5779",96219.0956350575
"5780",86875.3272506967
"5781",82187.6178007629
"5782",84266.9093541023
"5783",98451.5799204384
"5784",100129.51746093
"5785",84401.5032932548
"5786",83329.6099097934
"5787",83329.6099097934
"5788",97306.9023932123
"5789",84723.1606498301
"5790",84204.8477200268
"5791",97353.4119713304
"5792",93003.4007144817
"5793",90169.9991824793
"5794",100177.116423088
"5795",99240.4221234775
"5796",99441.3879134841
"5797",100917.246370446
"5798",99441.3879134841
"5799",98252.2357127539
"5800",84173.830784975
"5801",84681.6007889926
"5802",100773.65096397
"5803",97353.4119713304
"5804",97353.4119713304
"5805",99240.4221234775
"5806",78134.1455257166
"5807",100200.922773911
"5808",92511.3476537294
"5809",100177.116423088
"5810",99832.4386789975
"5811",99868.0504020401
"5812",100558.568101427
"5813",96219.0956350575
"5814",95919.9580168397
"5815",85254.4981663145
"5816",99323.1328764433
"5817",100773.65096397
"5818",95587.1933659973
"5819",100129.51746093
"5820",95919.9580168397
"5821",95919.9580168397
"5822",95919.9580168397
"5823",95919.9580168397
"5824",95919.9580168397
"5825",95919.9580168397
"5826",95919.9580168397
"5827",95919.9580168397
"5828",95919.9580168397
"5829",99642.6831049169
"5830",86631.6831472673
"5831",86631.6831472673
"5832",86631.6831472673
"5833",86631.6831472673
"5834",86631.6831472673
"5835",86631.6831472673
"5836",98357.7301273952
"5837",98357.7301273952
"5838",98357.7301273952
"5839",96184.5412548948
"5840",96184.5412548948
"5841",96184.5412548948
"5842",96219.0956350575
"5843",94288.1307636988
"5844",94288.1307636988
"5845",94288.1307636988
"5846",91147.007716244
"5847",99868.0504020401
"5848",98486.7922810052
"5849",98193.6673052379
"5850",100989.106177873
"5851",98275.6709945188
"5852",99524.2342523507
"5853",83802.3486044017
"5854",84391.1437372886
"5855",98076.6152985381
"5856",99808.703243301
"5857",90487.4142268585
"5858",99441.3879134841
"5859",97353.4119713304
"5860",94322.1324650468
"5861",95129.7420959779
"5862",97306.9023932123
"5863",95335.375284391
"5864",86610.5228792086
"5865",97132.6516843883
"5866",97330.1549327792
"5867",99441.3879134841
"5868",99630.8330855308
"5869",100331.939602048
"5870",98135.1271706467
"5871",96265.1837771829
"5872",95713.3042209686
"5873",100200.922773911
"5874",97772.8087510134
"5875",100654.114547012
"5876",80358.931347308
"5877",81279.1579179346
"5878",99441.3879134841
"5879",93003.4007144817
"5880",95278.2188864838
"5881",96461.2578488521
"5882",84111.8246682851
"5883",83319.3570163278
"5884",98463.3162410931
"5885",96184.5412548948
"5886",97353.4119713304
"5887",99998.7147346019
"5888",96265.1837771829
"5889",98745.3279811754
"5890",88359.6224383116
"5891",88639.5262649492
"5892",98357.7301273952
"5893",99181.377166989
"5894",99441.3879134841
"5895",96265.1837771829
"5896",100773.65096397
"5897",96265.1837771829
"5898",95301.078115075
"5899",84360.0712468303
"5900",86230.3531208632
"5901",86547.0671840828
"5902",92489.0317942561
"5903",101276.959861691
"5904",97353.4119713304
"5905",100630.221046977
"5906",99453.219684687
"5907",82096.4035446445
"5908",98041.5217369216
"5909",100129.51746093
"5910",99536.0740044866
"5911",98874.8017505527
"5912",101204.934236072
"5913",99358.5974246821
"5914",98252.2357127539
"5915",99547.9148970918
"5916",99441.3879134841
"5917",99856.1786849807
"5918",99974.9472927597
"5919",99429.5572820784
"5920",100941.1950377
"5921",99157.7671506324
"5922",100212.827667054
"5923",98592.4905541223
"5924",100498.888876335
"5925",99844.3081106612
"5926",99737.5243512002
"5927",99346.7747695051
"5928",97959.6763000129
"5929",97796.1513968638
"5930",99512.3956406002
"5931",99761.2460800754
"5932",101096.973570609
"5933",97796.1513968638
"5934",100427.311665882
"5935",97132.6516843883
"5936",98498.5320004301
"5937",98827.7044849547
"5938",100439.238333505
"5939",98969.0508040735
"5940",99642.6831049169
"5941",86631.6831472673
"5942",99951.1844252442
"5943",100129.51746093
"5944",99536.0740044866
"5945",96265.1837771829
"5946",99737.5243512002
"5947",100725.822611128
"5948",99808.703243301
"5949",97248.7907229819
"5950",100129.51746093
"5951",99536.0740044866
"5952",99868.0504020401
"5953",99773.1086575712
"5954",100355.775739663
"5955",97574.5783517454
"5956",97667.8226666993
"5957",99630.8330855308
"5958",98064.9163146956
"5959",101001.086839589
"5960",98486.7922810052
"5961",82961.148737943
"5962",94288.1307636988
